id,opened,opened_ms,kind,coin,round,side,price,qty,stake,fee,fair,t_left,settled,settled_ms,winner,payout,pnl,pnl_pct,result,resolved_by
205,2026-09-24 04:32:31,1790217151041,fair,btc,1790217000,Down,0.37,3.5845,1.3847,0.0585,0.4461,750,2026-09-24 04:51:01,1790218261290,Up,0.0,-1.3847,-100.0,lost,polymarket
207,2026-09-24 04:48:31,1790218111121,fair,btc,1790217900,Down,0.34,3.304,1.1753,0.0519,0.4079,690,2026-09-24 05:07:01,1790219221422,Up,0.0,-1.1753,-100.0,lost,polymarket
208,2026-09-24 04:51:16,1790218276114,fair,eth,1790217900,Down,0.28,3.7616,1.1063,0.0531,0.3425,525,2026-09-24 05:07:01,1790219221623,Up,0.0,-1.1063,-100.0,lost,polymarket
209,2026-09-24 04:58:56,1790218736128,diparb_leg1,eth,1790217900,Down,0.37,20.0,7.72634,0.32634,,65,2026-09-24 05:07:01,1790219221623,Up,0.0,-7.7263,-100.0,lost,polymarket
211,2026-09-24 05:07:01,1790219221196,fair,eth,1790218800,Up,0.32,3.284,1.1009,0.05,0.392,480,2026-09-24 05:18:01,1790219881633,Down,0.0,-1.1009,-100.0,lost,polymarket
210,2026-09-24 05:02:36,1790218956167,fair,btc,1790218800,Down,0.24,4.3664,1.1037,0.0558,0.3109,745,2026-09-24 05:22:01,1790220121472,Down,4.3664,3.2627,295.61,won,polymarket
212,2026-09-24 05:22:06,1790220126241,fair,eth,1790219700,Down,0.74,1.4638,1.1029,0.0197,0.8148,475,2026-09-24 05:38:01,1790221081791,Down,1.4638,0.3609,32.72,won,polymarket
214,2026-09-24 05:31:06,1790220666257,fair,eth,1790220600,Down,0.51,2.0858,1.1002,0.0365,0.5743,835,2026-09-24 05:49:01,1790221741783,Up,0.0,-1.1002,-100.0,lost,polymarket
216,2026-09-24 05:44:16,1790221456288,diparb_leg1,eth,1790220600,Down,0.22,20.0,4.64024,0.24024,,45,2026-09-24 05:49:01,1790221741783,Up,0.0,-4.6402,-100.0,lost,polymarket
213,2026-09-24 05:31:06,1790220666256,fair,btc,1790220600,Down,0.54,1.977,1.102,0.0344,0.6023,835,2026-09-24 05:53:01,1790221981606,Down,1.977,0.875,79.4,won,polymarket
215,2026-09-24 05:43:51,1790221431334,diparb_leg1,btc,1790220600,Up,0.14,20.0,2.96856,0.16856,,70,2026-09-24 05:53:01,1790221981607,Down,0.0,-2.9686,-100.0,lost,polymarket
217,2026-09-24 05:47:31,1790221651342,fair,btc,1790221500,Down,0.63,1.7289,1.1174,0.0282,0.7021,750,2026-09-24 06:03:01,1790222581601,Down,1.7289,0.6115,54.73,won,polymarket
218,2026-09-24 05:50:36,1790221836326,fair,eth,1790221500,Down,0.55,1.8734,1.0628,0.0325,0.6079,565,2026-09-24 06:03:01,1790222581789,Up,0.0,-1.0628,-100.0,lost,polymarket
219,2026-09-24 05:59:01,1790222341408,diparb_leg1,eth,1790221500,Up,0.5,20.0,10.35,0.35,,59,2026-09-24 06:03:01,1790222581790,Up,20.0,9.65,93.24,won,polymarket
220,2026-09-24 06:01:01,1790222461412,fair,btc,1790222400,Down,0.52,2.0591,1.1067,0.036,0.6321,839,2026-09-24 06:19:01,1790223541746,Down,2.0591,0.9524,86.06,won,polymarket
221,2026-09-24 06:12:26,1790223146422,diparb_leg1,eth,1790222400,Up,0.05,20.0,1.0665,0.0665,,154,2026-09-24 06:19:01,1790223541937,Down,0.0,-1.0665,-100.0,lost,polymarket
222,2026-09-24 06:16:21,1790223381445,fair,btc,1790223300,Up,0.61,1.732,1.0854,0.0288,0.667,819,2026-09-24 06:34:01,1790224441766,Up,1.732,0.6466,59.57,won,polymarket
224,2026-09-24 06:41:41,1790224901622,fair,eth,1790224200,Up,0.21,5.2526,1.1641,0.061,0.2816,199,2026-09-24 06:49:02,1790225342024,Down,0.0,-1.1641,-100.0,lost,polymarket
223,2026-09-24 06:38:47,1790224727076,fair,btc,1790224200,Up,0.21,5.2664,1.1671,0.0612,0.2904,374,2026-09-24 06:51:01,1790225461799,Down,0.0,-1.1671,-100.0,lost,polymarket
225,2026-09-24 06:53:56,1790225636632,fair,btc,1790225100,Up,0.39,2.5834,1.0506,0.043,0.4837,364,2026-09-24 07:06:01,1790226361886,Up,2.5834,1.5328,145.9,won,polymarket
226,2026-09-24 07:18:31,1790227111856,fair,btc,1790226900,Up,0.39,2.7719,1.1272,0.0462,0.4505,689,2026-09-24 07:36:02,1790228162524,Down,0.0,-1.1272,-100.0,lost,polymarket
228,2026-09-24 07:28:51,1790227731795,diparb_leg1,btc,1790226900,Up,0.13,20.0,2.75834,0.15834,,69,2026-09-24 07:36:02,1790228162525,Down,0.0,-2.7583,-100.0,lost,polymarket
227,2026-09-24 07:20:56,1790227256757,fair,eth,1790226900,Up,0.34,3.1624,1.1249,0.0497,0.4043,544,2026-09-24 07:36:02,1790228162723,Up,3.1624,2.0375,181.13,won,polymarket
229,2026-09-24 07:28:31,1790227711831,diparb_leg1,eth,1790226900,Down,0.3,20.0,6.294,0.294,,89,2026-09-24 07:36:02,1790228162723,Up,0.0,-6.294,-100.0,lost,polymarket
231,2026-09-24 07:31:31,1790227891863,fair,btc,1790227800,Up,0.35,3.06,1.1197,0.0487,0.4108,809,2026-09-24 07:51:02,1790229062098,Up,3.06,1.9403,173.29,won,polymarket
232,2026-09-24 07:43:41,1790228621886,diparb_leg1,btc,1790227800,Down,0.17,20.0,3.5975400000000004,0.19754,,79,2026-09-24 07:51:02,1790229062098,Up,0.0,-3.5975,-100.0,lost,polymarket
230,2026-09-24 07:31:16,1790227876778,fair,eth,1790227800,Up,0.29,3.6871,1.1224,0.0531,0.3518,824,2026-09-24 07:51:02,1790229062318,Down,0.0,-1.1224,-100.0,lost,polymarket
234,2026-09-24 07:47:41,1790228861873,fair,btc,1790228700,Up,0.45,2.4935,1.1653,0.0432,0.5187,739,2026-09-24 08:06:02,1790229962112,Down,0.0,-1.1653,-100.0,lost,polymarket
233,2026-09-24 07:47:26,1790228846866,fair,eth,1790228700,Up,0.4,2.8014,1.1676,0.0471,0.4608,754,2026-09-24 08:06:02,1790229962335,Down,0.0,-1.1676,-100.0,lost,polymarket
236,2026-09-24 08:01:01,1790229661971,fair,eth,1790229600,Up,0.41,2.8264,1.2067,0.0479,0.494,839,2026-09-24 08:20:02,1790230802879,Up,2.8264,1.6197,134.23,won,polymarket
235,2026-09-24 08:01:01,1790229661970,fair,btc,1790229600,Up,0.41,2.832,1.2091,0.048,0.4951,839,2026-09-24 08:21:02,1790230862215,Up,2.832,1.6229,134.22,won,polymarket
238,2026-09-24 08:21:57,1790230917003,fair,eth,1790230500,Up,0.25,4.7785,1.2574,0.0627,0.3053,484,2026-09-24 08:36:02,1790231762518,Up,4.7785,3.5211,280.03,won,polymarket
240,2026-09-24 08:29:22,1790231362034,diparb_leg1,eth,1790230500,Down,0.37,20.0,7.72634,0.32634,,39,2026-09-24 08:36:02,1790231762519,Up,0.0,-7.7263,-100.0,lost,polymarket
237,2026-09-24 08:17:57,1790230677004,fair,btc,1790230500,Up,0.53,1.9951,1.0922,0.0348,0.5959,724,2026-09-24 08:37:02,1790231822254,Up,1.9951,0.9029,82.67,won,polymarket
239,2026-09-24 08:28:42,1790231322038,diparb_leg1,btc,1790230500,Down,0.05,20.0,1.0665,0.0665,,79,2026-09-24 08:37:02,1790231822255,Up,0.0,-1.0665,-100.0,lost,polymarket
242,2026-09-24 08:37:12,1790231832117,fair,eth,1790231400,Down,0.4,3.5452,1.4776,0.0596,0.4573,469,2026-09-24 08:48:02,1790232482524,Up,0.0,-1.4776,-100.0,lost,polymarket
244,2026-09-24 08:43:12,1790232192120,diparb_leg1,eth,1790231400,Down,0.11,20.0,2.33706,0.13706,,109,2026-09-24 08:48:02,1790232482524,Up,0.0,-2.3371,-100.0,lost,polymarket
241,2026-09-24 08:32:17,1790231537062,fair,btc,1790231400,Down,0.37,3.2466,1.2542,0.053,0.4388,764,2026-09-24 08:52:02,1790232722377,Up,0.0,-1.2542,-100.0,lost,polymarket
243,2026-09-24 08:43:52,1790232232115,diparb_leg1,btc,1790231400,Down,0.19,20.0,4.01546,0.21546,,69,2026-09-24 08:52:02,1790232722377,Up,0.0,-4.0155,-100.0,lost,polymarket
246,2026-09-24 08:52:47,1790232767149,fair,btc,1790232300,Up,0.18,7.0407,1.3401,0.0727,0.2357,434,2026-09-24 09:07:02,1790233622423,Down,0.0,-1.3401,-100.0,lost,polymarket
247,2026-09-24 08:58:27,1790233107166,diparb_leg1,btc,1790232300,Up,0.0699999999999999,20.0,1.49114,0.09114,,94,2026-09-24 09:07:02,1790233622424,Down,0.0,-1.4911,-100.0,lost,polymarket
245,2026-09-24 08:51:02,1790232662136,fair,eth,1790232300,Up,0.22,6.0504,1.4038,0.0727,0.2736,539,2026-09-24 09:07:02,1790233622664,Down,0.0,-1.4038,-100.0,lost,polymarket
249,2026-09-24 09:07:57,1790233677242,fair,eth,1790233200,Up,0.4,2.8871,1.2033,0.0485,0.4728,424,2026-09-24 09:18:02,1790234282712,Down,0.0,-1.2033,-100.0,lost,polymarket
248,2026-09-24 09:01:07,1790233267192,fair,btc,1790233200,Up,0.29,4.3902,1.3364,0.0633,0.3479,834,2026-09-24 09:22:02,1790234522594,Down,0.0,-1.3364,-100.0,lost,polymarket
250,2026-09-24 09:16:02,1790234162256,fair,btc,1790234100,Down,0.48,2.414,1.2009,0.0422,0.5441,839,2026-09-24 09:33:02,1790235182547,Up,0.0,-1.2009,-100.0,lost,polymarket
251,2026-09-24 09:16:02,1790234162258,fair,eth,1790234100,Down,0.46,2.5112,1.1988,0.0437,0.5558,839,2026-09-24 09:34:02,1790235242544,Up,0.0,-1.1988,-100.0,lost,polymarket
252,2026-09-24 09:31:02,1790235062348,fair,eth,1790235000,Down,0.37,2.7833,1.0752,0.0454,0.4334,839,2026-09-24 09:48:02,1790236082804,Up,0.0,-1.0752,-100.0,lost,polymarket
253,2026-09-24 09:31:47,1790235107381,fair,btc,1790235000,Down,0.43,2.3995,1.073,0.0412,0.5151,794,2026-09-24 09:49:02,1790236142616,Up,0.0,-1.073,-100.0,lost,polymarket
254,2026-09-24 09:44:02,1790235842354,diparb_leg1,btc,1790235000,Down,0.14,20.0,2.96856,0.16856,,59,2026-09-24 09:49:02,1790236142617,Up,0.0,-2.9686,-100.0,lost,polymarket
255,2026-09-24 09:58:42,1790236722426,diparb_leg1,eth,1790235900,Up,0.04,20.0,0.8537600000000001,0.05376,,78,2026-09-24 10:08:02,1790237282911,Down,0.0,-0.8538,-100.0,lost,polymarket
256,2026-09-24 10:12:22,1790237542505,diparb_leg1,btc,1790236800,Up,0.09,20.0,1.91466,0.11466,,158,2026-09-24 10:20:03,1790238003184,Down,0.0,-1.9147,-100.0,lost,polymarket
257,2026-09-24 11:12:47,1790241167835,diparb_leg1,btc,1790240400,Up,0.08,20.0,1.70304,0.10304,,133,2026-09-24 11:19:02,1790241542968,Down,0.0,-1.703,-100.0,lost,polymarket
258,2026-09-24 11:28:12,1790242092835,diparb_leg1,btc,1790241300,Up,0.05,20.0,1.0665,0.0665,,108,2026-09-24 11:35:03,1790242503058,Down,0.0,-1.0665,-100.0,lost,polymarket
259,2026-09-24 11:42:57,1790242977931,diparb_leg1,btc,1790242200,Up,0.09,20.0,1.91466,0.11466,,123,2026-09-24 11:52:03,1790243523175,Down,0.0,-1.9147,-100.0,lost,polymarket
260,2026-09-24 11:57:47,1790243867959,diparb_leg1,btc,1790243100,Down,0.11,20.0,2.33706,0.13706,,133,2026-09-24 12:05:03,1790244303208,Up,0.0,-2.3371,-100.0,lost,polymarket
261,2026-09-24 12:29:33,1790245773174,diparb_leg1,btc,1790244900,Down,0.06,20.0,1.27896,0.07896,,28,2026-09-24 12:35:03,1790246103355,Up,0.0,-1.279,-100.0,lost,polymarket
262,2026-09-24 12:29:33,1790245773176,diparb_leg1,eth,1790244900,Down,0.12,20.0,2.54784,0.14784,,28,2026-09-24 12:35:03,1790246103564,Up,0.0,-2.5478,-100.0,lost,polymarket
263,2026-09-24 12:57:13,1790247433259,diparb_leg1,btc,1790246700,Down,0.15,20.0,3.1785000000000005,0.1785,,168,2026-09-24 13:06:03,1790247963497,Up,0.0,-3.1785,-100.0,lost,polymarket
264,2026-09-24 12:57:13,1790247433260,diparb_leg1,eth,1790246700,Down,0.04,20.0,0.8537600000000001,0.05376,,168,2026-09-24 13:07:03,1790248023506,Up,0.0,-0.8538,-100.0,lost,polymarket
265,2026-09-24 13:13:23,1790248403326,diparb_leg1,btc,1790247600,Down,0.28,20.0,5.88224,0.28224,,98,2026-09-24 13:19:03,1790248743542,Up,0.0,-5.8822,-100.0,lost,polymarket
266,2026-09-24 13:13:38,1790248418336,diparb_leg1,eth,1790247600,Down,0.26,20.0,5.46936,0.26936,,83,2026-09-24 13:21:03,1790248863547,Up,0.0,-5.4694,-100.0,lost,polymarket
267,2026-09-24 13:28:33,1790249313367,diparb_leg1,btc,1790248500,Up,0.16,20.0,3.38816,0.18816,,88,2026-09-24 13:34:03,1790249643651,Down,0.0,-3.3882,-100.0,lost,polymarket
268,2026-09-24 13:28:38,1790249318346,diparb_leg1,eth,1790248500,Up,0.52,20.0,10.74944,0.34944,,83,2026-09-24 13:34:03,1790249643864,Down,0.0,-10.7494,-100.0,lost,polymarket
269,2026-09-24 13:41:48,1790250108435,diparb_leg1,eth,1790249400,Up,0.06,20.0,1.27896,0.07896,,192,2026-09-24 13:52:03,1790250723715,Down,0.0,-1.279,-100.0,lost,polymarket
270,2026-09-24 14:13:38,1790252018577,diparb_leg1,btc,1790251200,Down,0.23,20.0,4.84794,0.24794,,82,2026-09-24 14:20:03,1790252403827,Up,0.0,-4.8479,-100.0,lost,polymarket
271,2026-09-24 14:14:38,1790252078607,diparb_leg1,eth,1790251200,Down,0.35,20.0,7.318500000000001,0.3185,,22,2026-09-24 14:20:04,1790252404045,Up,0.0,-7.3185,-100.0,lost,polymarket
272,2026-09-24 14:29:03,1790252943625,diparb_leg1,btc,1790252100,Down,0.11,20.0,2.33706,0.13706,,57,2026-09-24 14:36:03,1790253363827,Up,0.0,-2.3371,-100.0,lost,polymarket
273,2026-09-24 14:28:53,1790252933626,diparb_leg1,eth,1790252100,Down,0.35,20.0,7.318500000000001,0.3185,,67,2026-09-24 14:36:04,1790253364045,Up,0.0,-7.3185,-100.0,lost,polymarket
274,2026-09-24 14:43:03,1790253783700,diparb_leg1,btc,1790253000,Up,0.133,20.0,2.8214354000000004,0.1614354,,117,2026-09-24 14:51:03,1790254263935,Down,0.0,-2.8214,-100.0,lost,polymarket
275,2026-09-24 14:56:23,1790254583739,diparb_leg1,btc,1790253900,Down,0.14,20.0,2.96856,0.16856,,217,2026-09-24 15:07:04,1790255224003,Up,0.0,-2.9686,-100.0,lost,polymarket
276,2026-09-24 15:12:44,1790255564295,diparb_leg1,btc,1790254800,Down,0.05,20.0,1.0665,0.0665,,137,2026-09-24 15:22:04,1790256124101,Up,0.0,-1.0665,-100.0,lost,polymarket
277,2026-09-24 15:28:38,1790256518891,diparb_leg1,btc,1790255700,Down,0.04,20.0,0.8537600000000001,0.05376,,82,2026-09-24 15:35:04,1790256904154,Up,0.0,-0.8538,-100.0,lost,polymarket
278,2026-09-24 15:58:34,1790258314030,diparb_leg1,eth,1790257500,Down,0.14,20.0,2.96856,0.16856,,87,2026-09-24 16:07:04,1790258824439,Up,0.0,-2.9686,-100.0,lost,polymarket
279,2026-09-24 16:13:59,1790259239040,diparb_leg1,btc,1790258400,Down,0.6,20.0,12.336,0.3360000000000001,,62,2026-09-24 16:18:04,1790259484268,Up,0.0,-12.336,-100.0,lost,polymarket
